"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"KOTAKNIFTY","EQ","29-Jun-2021","165.97","165.08","166.21","165.00","165.30","165.22","165.40","14,677","24,27,580.17","294","7,790","53.08"
"KOTAKNIFTY","EQ","30-Jun-2021","165.22","165.97","166.20","165.10","165.27","165.14","165.72","11,196","18,55,421.89","352","4,091","36.54"
"KOTAKNIFTY","EQ","01-Jul-2021","165.14","165.14","165.39","164.50","165.10","164.78","165.01","14,999","24,74,924.12","316","10,362","69.08"
"KOTAKNIFTY","EQ","02-Jul-2021","164.78","165.09","165.42","164.00","165.20","164.90","164.77","1,17,388","1,93,42,398.90","381","47,320","40.31"
"KOTAKNIFTY","EQ","05-Jul-2021","164.90","167.00","174.81","164.55","166.28","166.02","168.86","87,903","1,48,43,361.98","674","50,697","57.67"
"KOTAKNIFTY","EQ","06-Jul-2021","166.02","166.13","167.00","165.98","166.22","166.10","166.43","93,853","1,56,20,002.29","323","53,771","57.29"
"KOTAKNIFTY","EQ","07-Jul-2021","166.10","166.50","166.76","165.90","166.71","166.66","166.18","42,542","70,69,490.83","274","18,241","42.88"
"KOTAKNIFTY","EQ","08-Jul-2021","166.66","167.41","167.42","164.90","165.50","165.43","165.64","2,85,152","4,72,31,397.97","541","2,21,836","77.80"
"KOTAKNIFTY","EQ","09-Jul-2021","165.43","170.40","170.40","164.16","165.43","165.11","164.98","19,010","31,36,334.14","401","15,062","79.23"
"KOTAKNIFTY","EQ","12-Jul-2021","165.11","165.25","166.17","164.50","165.10","165.07","165.64","22,240","36,83,909.94","539","13,905","62.52"
"KOTAKNIFTY","EQ","13-Jul-2021","165.07","165.35","166.85","165.35","165.86","166.01","165.94","18,736","31,09,120.62","249","14,055","75.02"
"KOTAKNIFTY","EQ","14-Jul-2021","166.01","165.40","166.88","165.40","166.47","166.55","166.30","7,517","12,50,072.26","270","3,494","46.48"
"KOTAKNIFTY","EQ","15-Jul-2021","166.55","166.66","168.40","166.09","167.08","167.20","166.80","68,930","1,14,97,516.64","382","62,762","91.05"
"KOTAKNIFTY","EQ","16-Jul-2021","167.20","168.90","168.90","166.25","167.43","167.38","167.20","23,015","38,48,013.70","302","15,710","68.26"
"KOTAKNIFTY","EQ","19-Jul-2021","167.38","165.91","166.50","165.10","165.81","165.65","166.08","94,533","1,57,00,492.42","578","16,182","17.12"
"KOTAKNIFTY","EQ","20-Jul-2021","165.65","165.00","165.24","163.96","164.60","164.64","164.45","4,96,518","8,16,50,127.10","747","3,28,899","66.24"
"KOTAKNIFTY","EQ","22-Jul-2021","164.64","165.00","166.35","165.00","166.25","166.18","166.02","88,069","1,46,21,257.97","516","70,038","79.53"
"KOTAKNIFTY","EQ","23-Jul-2021","166.18","165.36","166.99","165.36","166.50","166.54","166.55","17,113","28,50,252.44","360","10,481","61.25"
"KOTAKNIFTY","EQ","26-Jul-2021","166.54","166.80","168.00","165.91","166.58","166.22","166.77","1,14,267","1,90,55,936.90","638","43,640","38.19"
"KOTAKNIFTY","EQ","27-Jul-2021","166.22","166.00","167.00","165.30","165.75","165.55","165.97","92,703","1,53,86,220.16","437","52,159","56.26"
"KOTAKNIFTY","EQ","28-Jul-2021","165.55","165.11","165.60","163.44","165.50","165.45","164.31","15,371","25,25,631.90","420","11,629","75.66"
"KOTAKNIFTY","EQ","29-Jul-2021","165.45","166.10","166.94","165.50","165.83","165.96","165.87","16,441","27,27,007.28","279","9,393","57.13"
"KOTAKNIFTY","EQ","30-Jul-2021","165.96","166.40","166.60","165.40","165.85","165.95","166.10","55,019","91,38,491.57","357","18,272","33.21"
"KOTAKNIFTY","EQ","02-Aug-2021","165.95","166.75","167.00","166.20","167.00","166.83","166.76","17,371","28,96,849.62","531","10,045","57.83"
"KOTAKNIFTY","EQ","03-Aug-2021","166.83","166.15","169.35","166.15","169.35","169.13","168.09","24,222","40,71,357.47","320","16,637","68.69"
"KOTAKNIFTY","EQ","04-Aug-2021","169.13","169.80","170.90","169.50","170.50","170.63","170.62","1,14,188","1,94,82,247.05","461","44,774","39.21"
"KOTAKNIFTY","EQ","05-Aug-2021","170.63","171.50","171.50","168.68","171.09","171.10","170.89","83,376","1,42,47,757.53","471","60,279","72.30"
"KOTAKNIFTY","EQ","06-Aug-2021","171.10","172.98","172.98","170.56","171.05","170.62","170.88","9,576","16,36,372.25","299","5,116","53.43"
"KOTAKNIFTY","EQ","09-Aug-2021","170.62","169.55","171.80","169.55","171.31","171.19","170.90","97,712","1,66,98,951.47","559","57,221","58.56"
"KOTAKNIFTY","EQ","10-Aug-2021","171.19","171.25","172.20","170.70","171.43","171.29","171.66","85,615","1,46,96,972.40","447","35,567","41.54"
"KOTAKNIFTY","EQ","11-Aug-2021","171.29","171.90","171.90","170.12","171.49","171.25","170.75","47,088","80,40,192.81","385","22,458","47.69"
"KOTAKNIFTY","EQ","12-Aug-2021","171.25","172.00","172.16","171.25","172.13","172.01","171.76","9,456","16,24,197.20","340","5,075","53.67"
"KOTAKNIFTY","EQ","13-Aug-2021","172.01","174.00","174.00","172.41","173.46","173.56","172.98","60,395","1,04,47,410.87","399","44,162","73.12"
"KOTAKNIFTY","EQ","16-Aug-2021","173.56","174.00","174.49","172.00","174.29","174.33","174.00","11,781","20,49,926.08","409","7,469","63.40"
"KOTAKNIFTY","EQ","17-Aug-2021","174.33","174.80","174.92","173.62","174.70","174.68","174.22","90,920","1,58,40,104.28","441","84,335","92.76"
"KOTAKNIFTY","EQ","18-Aug-2021","174.68","176.40","176.40","173.60","174.11","174.50","174.87","60,920","1,06,52,776.40","358","8,023","13.17"
"KOTAKNIFTY","EQ","20-Aug-2021","174.50","176.00","176.00","172.05","172.94","173.18","172.75","6,89,107","11,90,40,796.69","892","4,73,956","68.78"
"KOTAKNIFTY","EQ","23-Aug-2021","173.18","175.40","175.40","172.05","173.60","173.65","173.64","23,678","41,11,450.27","537","9,092","38.40"
"KOTAKNIFTY","EQ","24-Aug-2021","173.65","175.48","175.48","173.46","174.50","175.10","174.87","68,145","1,19,16,413.14","338","62,444","91.63"
"KOTAKNIFTY","EQ","25-Aug-2021","175.10","179.83","179.83","174.94","175.01","175.14","175.53","15,147","26,58,691.83","365","9,014","59.51"
"KOTAKNIFTY","EQ","26-Aug-2021","175.14","174.55","176.40","174.55","175.17","175.25","175.28","45,937","80,51,796.66","370","33,139","72.14"
"KOTAKNIFTY","EQ","27-Aug-2021","175.25","176.98","176.98","174.48","176.05","175.94","175.19","49,973","87,55,012.39","405","43,497","87.04"
"KOTAKNIFTY","EQ","30-Aug-2021","175.94","176.80","178.45","175.00","178.34","178.11","177.43","61,361","1,08,87,345.51","488","54,261","88.43"
"KOTAKNIFTY","EQ","31-Aug-2021","178.11","177.60","180.44","177.60","180.18","180.22","179.15","15,336","27,47,451.46","394","7,590","49.49"
"KOTAKNIFTY","EQ","01-Sep-2021","180.22","180.90","181.31","179.80","179.84","179.96","180.58","58,403","1,05,46,692.07","445","17,232","29.51"
"KOTAKNIFTY","EQ","02-Sep-2021","179.96","184.40","184.40","179.50","181.18","181.30","180.77","1,08,421","1,95,99,024.24","386","43,398","40.03"
"KOTAKNIFTY","EQ","03-Sep-2021","181.30","190.00","192.20","179.33","182.10","182.27","181.80","59,872","1,08,84,905.11","497","28,372","47.39"
"KOTAKNIFTY","EQ","06-Sep-2021","182.27","186.77","186.77","180.93","182.79","183.04","182.88","37,650","68,85,318.90","549","23,969","63.66"
"KOTAKNIFTY","EQ","07-Sep-2021","183.04","183.40","183.43","182.03","182.71","182.60","182.85","42,057","76,90,204.83","413","7,169","17.05"
"KOTAKNIFTY","EQ","08-Sep-2021","182.60","187.70","187.70","181.79","182.73","182.80","182.48","90,509","1,65,16,527.98","375","85,978","94.99"
"KOTAKNIFTY","EQ","09-Sep-2021","182.80","183.40","183.40","181.00","182.75","182.59","182.53","10,881","19,86,123.92","318","4,224","38.82"
"KOTAKNIFTY","EQ","13-Sep-2021","182.59","183.69","183.69","181.42","182.86","182.88","182.54","31,554","57,59,731.96","592","17,305","54.84"
"KOTAKNIFTY","EQ","14-Sep-2021","182.88","187.82","187.82","182.78","183.20","182.93","183.38","1,12,676","2,06,62,866.46","299","1,06,650","94.65"
"KOTAKNIFTY","EQ","15-Sep-2021","182.93","184.75","184.80","182.95","184.76","184.59","184.07","1,72,602","3,17,70,305.91","432","73,389","42.52"
"KOTAKNIFTY","EQ","16-Sep-2021","184.59","185.80","186.40","182.68","185.57","185.62","184.98","38,326","70,89,372.34","383","8,622","22.50"
"KOTAKNIFTY","EQ","17-Sep-2021","185.62","187.39","187.39","185.00","185.53","185.36","185.94","75,705","1,40,76,273.96","431","65,188","86.11"
"KOTAKNIFTY","EQ","20-Sep-2021","185.36","187.40","187.40","183.00","185.00","183.45","184.33","27,202","50,14,259.35","658","15,006","55.17"
"KOTAKNIFTY","EQ","21-Sep-2021","183.45","184.00","185.16","181.55","184.94","184.92","183.79","23,866","43,86,274.34","475","13,461","56.40"
"KOTAKNIFTY","EQ","22-Sep-2021","184.92","183.00","187.35","183.00","184.90","185.04","185.07","27,482","50,86,077.22","389","5,932","21.59"
"KOTAKNIFTY","EQ","23-Sep-2021","185.04","186.98","187.75","185.10","187.70","187.56","186.19","1,58,551","2,95,20,399.10","389","1,42,968","90.17"
"KOTAKNIFTY","EQ","24-Sep-2021","187.56","192.78","192.78","187.26","187.52","187.77","188.16","24,810","46,68,175.85","554","12,291","49.54"
"KOTAKNIFTY","EQ","27-Sep-2021","187.77","204.70","204.70","187.42","187.53","187.56","187.99","18,096","34,01,876.99","550","8,513","47.04"
"KOTAKNIFTY","EQ","28-Sep-2021","187.56","189.16","189.16","184.86","187.00","186.80","186.65","35,690","66,61,704.72","1,176","27,162","76.11"
"KOTAKNIFTY","EQ","29-Sep-2021","186.80","186.98","187.19","185.25","186.22","186.36","186.06","32,512","60,49,317.75","443","15,853","48.76"
"KOTAKNIFTY","EQ","30-Sep-2021","186.36","186.03","188.20","185.30","185.71","185.81","186.01","31,117","57,88,011.35","384","27,656","88.88"
"KOTAKNIFTY","EQ","01-Oct-2021","185.81","187.50","187.50","183.80","184.71","184.75","184.29","51,316","94,56,861.98","613","44,408","86.54"
"KOTAKNIFTY","EQ","04-Oct-2021","184.75","185.30","186.99","185.00","186.57","186.56","186.39","15,379","28,66,461.56","403","8,175","53.16"
"KOTAKNIFTY","EQ","05-Oct-2021","186.56","187.10","187.95","185.76","187.78","187.82","186.50","12,214","22,77,901.59","308","7,442","60.93"
"KOTAKNIFTY","EQ","06-Oct-2021","187.82","186.60","189.30","185.50","185.92","185.72","186.13","42,636","79,35,661.23","412","37,438","87.81"
"KOTAKNIFTY","EQ","07-Oct-2021","185.72","188.40","188.40","185.83","187.27","186.97","187.32","45,487","85,20,826.42","314","37,054","81.46"
"KOTAKNIFTY","EQ","08-Oct-2021","186.97","187.49","188.48","187.30","188.24","187.89","188.00","17,806","33,47,516.14","357","10,391","58.36"
"KOTAKNIFTY","EQ","11-Oct-2021","187.89","192.00","192.00","187.87","188.41","188.41","188.92","47,275","89,31,314.48","518","39,431","83.41"
"KOTAKNIFTY","EQ","12-Oct-2021","188.41","186.53","189.90","186.53","188.98","189.03","188.31","83,756","1,57,71,953.79","374","62,906","75.11"
"KOTAKNIFTY","EQ","13-Oct-2021","189.03","191.40","192.00","189.81","191.00","191.53","191.55","7,34,861","14,07,60,715.49","3,148","5,46,053","74.31"
"KOTAKNIFTY","EQ","14-Oct-2021","191.53","191.53","192.59","191.52","192.52","192.42","192.17","42,473","81,61,833.22","419","28,913","68.07"
"KOTAKNIFTY","EQ","18-Oct-2021","192.42","194.00","195.20","192.75","194.25","194.27","194.41","1,24,153","2,41,36,340.12","670","87,761","70.69"
"KOTAKNIFTY","EQ","19-Oct-2021","194.27","196.28","196.28","193.11","193.81","193.64","194.46","23,304","45,31,595.31","424","15,776","67.70"
"KOTAKNIFTY","EQ","20-Oct-2021","193.64","194.99","194.99","191.78","192.77","192.40","192.86","57,477","1,10,84,795.81","384","20,611","35.86"
"KOTAKNIFTY","EQ","21-Oct-2021","192.40","194.00","194.00","189.90","191.79","191.41","191.19","86,961","1,66,25,727.58","627","15,207","17.49"
"KOTAKNIFTY","EQ","22-Oct-2021","191.41","193.08","193.45","190.13","191.06","190.86","191.36","78,058","1,49,36,970.33","553","71,619","91.75"
"KOTAKNIFTY","EQ","25-Oct-2021","190.86","194.83","194.83","189.50","191.09","191.12","190.83","40,473","77,23,656.85","629","25,441","62.86"
"KOTAKNIFTY","EQ","26-Oct-2021","191.12","193.18","193.18","190.00","192.90","192.07","191.85","19,500","37,41,048.03","325","12,991","66.62"
"KOTAKNIFTY","EQ","27-Oct-2021","192.07","193.62","193.62","191.50","191.75","191.76","192.26","11,282","21,69,035.54","293","8,729","77.37"
"KOTAKNIFTY","EQ","28-Oct-2021","191.76","193.12","193.12","187.95","188.53","188.33","189.82","2,18,679","4,15,10,272.57","1,508","1,86,754","85.40"
"KOTAKNIFTY","EQ","29-Oct-2021","188.33","188.00","189.85","185.54","186.99","186.60","187.16","89,137","1,66,82,571.55","806","42,654","47.85"
"KOTAKNIFTY","EQ","01-Nov-2021","186.60","189.90","189.90","186.74","189.36","189.22","188.16","39,122","73,61,187.17","522","21,405","54.71"
"KOTAKNIFTY","EQ","02-Nov-2021","189.22","189.22","192.00","188.29","188.64","188.81","188.92","45,271","85,52,647.74","389","33,474","73.94"
"KOTAKNIFTY","EQ","03-Nov-2021","188.81","192.60","192.60","184.45","188.11","188.03","187.93","1,31,168","2,46,50,778.74","643","27,815","21.21"
"KOTAKNIFTY","EQ","04-Nov-2021","188.03","189.93","189.93","188.50","188.66","188.76","188.92","27,269","51,51,525.75","290","24,609","90.25"
"KOTAKNIFTY","EQ","08-Nov-2021","188.76","193.85","193.85","188.40","190.70","190.48","189.62","65,009","1,23,27,095.76","907","42,829","65.88"
"KOTAKNIFTY","EQ","09-Nov-2021","190.48","193.90","193.90","189.61","190.15","190.26","190.23","17,407","33,11,286.58","284","11,275","64.77"
"KOTAKNIFTY","EQ","10-Nov-2021","190.26","190.26","190.34","189.00","189.94","189.92","189.38","22,042","41,74,328.06","317","10,111","45.87"
"KOTAKNIFTY","EQ","11-Nov-2021","189.92","191.22","191.22","187.80","188.80","188.40","188.50","42,533","80,17,282.87","446","26,474","62.24"
"KOTAKNIFTY","EQ","12-Nov-2021","188.40","189.83","191.00","187.59","190.89","190.86","189.75","13,569","25,74,688.65","363","7,356","54.21"
"KOTAKNIFTY","EQ","15-Nov-2021","190.86","192.88","192.88","188.88","190.59","190.81","190.96","28,926","55,23,667.22","400","4,527","15.65"
"KOTAKNIFTY","EQ","16-Nov-2021","190.81","191.50","191.50","189.34","189.34","189.75","190.16","24,192","46,00,296.56","322","16,625","68.72"
"KOTAKNIFTY","EQ","17-Nov-2021","189.75","188.91","190.98","188.65","188.85","188.91","189.36","15,053","28,50,475.39","269","10,627","70.60"
"KOTAKNIFTY","EQ","18-Nov-2021","188.91","189.98","190.09","186.60","187.18","187.57","187.36","2,19,675","4,11,58,855.47","498","21,751","9.90"
"KOTAKNIFTY","EQ","22-Nov-2021","187.57","187.57","190.00","182.53","184.21","184.01","184.51","1,38,280","2,55,13,689.47","1,471","84,342","60.99"
"KOTAKNIFTY","EQ","23-Nov-2021","184.01","188.81","188.81","182.11","184.60","184.68","183.64","40,379","74,15,335.09","1,072","32,706","81.00"
"KOTAKNIFTY","EQ","24-Nov-2021","184.68","184.00","186.01","183.26","183.37","184.04","184.92","31,133","57,56,999.89","498","21,097","67.76"
"KOTAKNIFTY","EQ","25-Nov-2021","184.04","184.04","185.20","183.01","185.20","184.96","184.18","14,410","26,54,077.11","353","10,304","71.51"
"KOTAKNIFTY","EQ","26-Nov-2021","184.96","188.00","188.00","179.46","179.62","179.82","181.03","1,75,625","3,17,93,981.74","2,095","1,54,017","87.70"
"KOTAKNIFTY","EQ","29-Nov-2021","179.82","184.86","184.86","178.00","180.04","180.12","179.64","52,201","93,77,540.70","804","40,958","78.46"
"KOTAKNIFTY","EQ","30-Nov-2021","180.12","180.38","182.73","178.57","179.30","179.10","179.96","36,339","65,39,528.01","699","20,997","57.78"
"KOTAKNIFTY","EQ","01-Dec-2021","179.10","183.83","183.83","180.00","181.39","181.09","180.94","33,396","60,42,695.64","472","20,366","60.98"
"KOTAKNIFTY","EQ","02-Dec-2021","181.09","181.50","183.91","181.00","183.46","183.84","183.39","3,61,021","6,62,08,037.28","701","2,78,370","77.11"
"KOTAKNIFTY","EQ","03-Dec-2021","183.84","188.85","188.85","181.22","181.65","181.65","182.76","1,30,899","2,39,23,425.72","668","1,27,124","97.12"
"KOTAKNIFTY","EQ","06-Dec-2021","181.65","186.84","186.84","178.41","178.50","178.63","179.95","52,100","93,75,382.16","1,109","39,623","76.05"
"KOTAKNIFTY","EQ","07-Dec-2021","178.63","183.87","183.87","178.63","181.33","181.30","180.35","22,089","39,83,753.93","454","13,398","60.65"
"KOTAKNIFTY","EQ","08-Dec-2021","181.30","204.90","204.90","181.30","183.86","183.97","183.62","33,005","60,60,341.34","484","14,815","44.89"
"KOTAKNIFTY","EQ","09-Dec-2021","183.97","185.80","185.80","182.55","184.77","184.75","184.03","18,041","33,20,103.43","375","12,739","70.61"
"KOTAKNIFTY","EQ","10-Dec-2021","184.75","185.00","185.00","183.25","184.74","184.59","184.09","11,918","21,94,042.09","388","5,706","47.88"
"KOTAKNIFTY","EQ","13-Dec-2021","184.59","186.68","186.68","183.05","183.56","183.46","184.44","14,730","27,16,731.39","459","8,970","60.90"
"KOTAKNIFTY","EQ","14-Dec-2021","183.46","182.00","184.48","181.50","182.62","182.92","182.79","32,616","59,61,865.54","391","29,063","89.11"
"KOTAKNIFTY","EQ","15-Dec-2021","182.92","183.00","187.90","181.45","182.24","181.82","182.26","48,920","89,16,099.62","478","45,191","92.38"
"KOTAKNIFTY","EQ","16-Dec-2021","181.82","186.83","186.83","181.49","182.50","182.12","182.18","11,136","20,28,803.38","332","6,455","57.97"
"KOTAKNIFTY","EQ","17-Dec-2021","182.12","182.57","184.40","179.07","179.45","179.38","179.91","42,665","76,75,678.17","761","29,723","69.67"
"KOTAKNIFTY","EQ","20-Dec-2021","179.38","179.38","181.00","173.17","175.54","175.56","174.99","1,61,358","2,82,35,734.80","2,335","1,18,825","73.64"
"KOTAKNIFTY","EQ","21-Dec-2021","175.56","178.00","178.68","176.10","177.10","177.02","177.33","42,377","75,14,657.88","519","23,397","55.21"
"KOTAKNIFTY","EQ","22-Dec-2021","177.02","200.00","200.00","177.50","179.20","179.04","178.40","12,356","22,04,343.22","357","10,368","83.91"
"KOTAKNIFTY","EQ","23-Dec-2021","179.04","182.50","182.50","178.91","179.39","179.80","179.89","12,776","22,98,312.67","338","6,461","50.57"
"KOTAKNIFTY","EQ","24-Dec-2021","179.80","180.50","180.50","178.20","179.19","179.03","178.77","30,452","54,43,768.37","488","5,735","18.83"
"KOTAKNIFTY","EQ","27-Dec-2021","179.03","179.03","180.50","177.45","180.50","180.09","178.64","19,995","35,71,978.04","398","5,534","27.68"
"KOTAKNIFTY","EQ","28-Dec-2021","180.09","180.85","181.88","180.64","181.80","181.48","181.14","11,832","21,43,302.60","304","6,704","56.66"
"KOTAKNIFTY","EQ","29-Dec-2021","181.48","182.09","184.00","181.20","181.50","181.84","181.79","21,464","39,02,007.90","359","16,815","78.34"
"KOTAKNIFTY","EQ","30-Dec-2021","181.84","182.99","182.99","181.30","182.03","181.77","181.93","33,974","61,81,040.57","218","11,051","32.53"
"KOTAKNIFTY","EQ","31-Dec-2021","181.77","182.00","184.00","181.31","183.00","183.03","182.93","24,645","45,08,257.79","402","20,522","83.27"
"KOTAKNIFTY","EQ","03-Jan-2022","183.03","187.90","187.90","183.03","186.16","186.19","186.06","3,12,565","5,81,57,319.73","610","2,88,333","92.25"
"KOTAKNIFTY","EQ","04-Jan-2022","186.19","186.79","190.00","185.62","187.82","187.82","188.12","3,41,653","6,42,70,517.08","627","2,14,784","62.87"
"KOTAKNIFTY","EQ","05-Jan-2022","187.82","187.40","189.10","187.25","188.81","188.67","188.16","17,801","33,49,427.16","421","7,857","44.14"
"KOTAKNIFTY","EQ","06-Jan-2022","188.67","188.05","188.26","186.10","187.29","187.25","186.75","26,456","49,40,711.79","553","11,242","42.49"
"KOTAKNIFTY","EQ","07-Jan-2022","187.25","188.02","188.83","186.69","187.92","187.94","187.89","2,00,562","3,76,83,657.89","394","3,475","1.73"
"KOTAKNIFTY","EQ","10-Jan-2022","187.94","191.55","191.55","188.53","189.90","189.73","189.35","21,480","40,67,299.97","599","13,108","61.02"
"KOTAKNIFTY","EQ","11-Jan-2022","189.73","191.00","191.00","189.26","190.10","190.04","189.69","2,20,810","4,18,85,326.51","431","2,15,567","97.63"
"KOTAKNIFTY","EQ","12-Jan-2022","190.04","191.42","191.70","190.81","191.41","191.54","191.29","23,340","44,64,691.45","442","18,128","77.67"
"KOTAKNIFTY","EQ","13-Jan-2022","191.54","197.87","197.87","191.00","192.21","192.23","191.96","26,838","51,51,699.21","351","17,458","65.05"
"KOTAKNIFTY","EQ","14-Jan-2022","192.23","188.40","192.80","188.40","192.25","192.46","191.86","18,467","35,43,149.68","424","14,460","78.30"
"KOTAKNIFTY","EQ","17-Jan-2022","192.46","196.89","196.89","189.60","193.01","193.03","192.85","17,884","34,48,954.28","454","9,815","54.88"
"KOTAKNIFTY","EQ","18-Jan-2022","193.03","197.84","197.84","190.82","191.27","191.12","192.07","32,560","62,53,781.25","374","6,802","20.89"
"KOTAKNIFTY","EQ","19-Jan-2022","191.12","195.89","195.89","188.79","189.48","189.34","189.62","28,952","54,89,747.84","589","10,969","37.89"
"KOTAKNIFTY","EQ","20-Jan-2022","189.34","185.55","190.50","185.55","187.74","187.49","187.57","91,905","1,72,39,032.83","763","35,479","38.60"
"KOTAKNIFTY","EQ","21-Jan-2022","187.49","187.30","188.00","184.75","186.56","186.14","185.96","71,382","1,32,74,466.21","878","45,674","63.99"
"KOTAKNIFTY","EQ","24-Jan-2022","186.14","185.00","186.20","179.64","180.80","181.19","181.55","2,31,163","4,19,66,605.83","2,029","1,96,187","84.87"
"KOTAKNIFTY","EQ","25-Jan-2022","181.19","181.19","184.81","177.82","182.45","182.50","179.47","2,05,061","3,68,03,106.78","1,191","1,61,584","78.80"
"KOTAKNIFTY","EQ","27-Jan-2022","182.50","182.00","182.00","178.30","181.15","180.83","179.44","72,031","1,29,25,197.91","1,026","54,788","76.06"
"KOTAKNIFTY","EQ","28-Jan-2022","180.83","184.00","184.45","180.50","180.82","180.69","182.20","43,532","79,31,479.05","839","37,679","86.55"
"KOTAKNIFTY","EQ","31-Jan-2022","180.69","183.30","183.88","182.26","183.24","183.03","182.93","74,258","1,35,84,134.59","539","52,484","70.68"
"KOTAKNIFTY","EQ","01-Feb-2022","183.03","184.80","185.90","182.45","185.80","185.39","184.98","38,734","71,65,024.39","884","18,278","47.19"
"KOTAKNIFTY","EQ","02-Feb-2022","185.39","188.00","188.00","186.11","187.48","187.47","187.08","32,546","60,88,792.41","439","19,614","60.27"
"KOTAKNIFTY","EQ","03-Feb-2022","187.47","189.90","189.90","184.90","185.03","185.48","186.09","38,672","71,96,595.19","560","35,295","91.27"
"KOTAKNIFTY","EQ","04-Feb-2022","185.48","185.48","187.00","184.38","184.80","185.03","185.19","12,697","23,51,376.78","418","5,617","44.24"
"KOTAKNIFTY","EQ","07-Feb-2022","185.03","185.03","186.98","180.86","181.97","181.93","182.53","52,311","95,48,412.00","1,049","33,423","63.89"
